City1,City2,Weight
Angels,Menifee,673.249
Angels,Menlo Park,214.068
Angels,Merced,108.69
Angels,Mill Valley,236.527
Angels,Millbrae,216.909
Angels,Milpitas,195.869
Angels,Mission Viejo,624.388
Angels,Modesto,87.114
Angels,Monrovia,563.088
Angels,Montague,534.22
Angels,Montclair,597.255
Angels,Monte Sereno,222.356
Angels,Montebello,562.798
Angels,Monterey,317.853
Angels,Monterey Park,557.808
Angels,Moorpark,536.688
Angels,Moraga,197.901
Angels,Moreno Valley,648.395
Angels,Morgan Hill,238.497
Angels,Morro Bay,411.428
Angels,Mount Shasta,479.228
Angels,Mountain View,212.398
Angels,Murrieta,671.346
Angels,Napa,220.818
Angels,National City,745.725
Angels,Needles,808.449
Angels,Nevada City,175.231
Angels,Newark,199.744
Angels,Newman,127.447
Angels,Newport Beach,622.278
Angels,Norco,626.558
Angels,Norwalk,573.59
Angels,Novato,247.451
Angels,Oakdale,63.356
Angels,Oakland,196.992
Angels,Oakley,135.368
Angels,Oceanside,679.699
Angels,Ojai,560.377
Angels,Ontario,602.662
Angels,Orange,595.722
Angels,Orange Cove,251.219
Angels,Orinda,196.897
Angels,Orland,287.76
Angels,Oroville,235.273
Angels,Oxnard,557.873
Angels,Pacific Grove,320.937
Angels,Pacifica,234.039
Angels,Palm Desert,743.623
Angels,Palm Springs,717.07
Angels,Palmdale,520.79
Angels,Palo Alto,218.681
Angels,Palos Verdes Estates,572.245
Angels,Paradise,265.992
Angels,Paramount,571.786
Angels,Parlier,228.024
Angels,Pasadena,548.62
Angels,Paso Robles,368.427
Angels,Patterson,119.894
Angels,Perris,661.321
Angels,Petaluma,264.143
Angels,Pico Rivera,565.349
Angels,Piedmont,199.187
Angels,Pinole,193.078
Angels,Pismo Beach,436.217
Angels,Pittsburg,149.655
Angels,Placentia,594.517
Angels,Placerville,97.546
Angels,Pleasant Hill,168.929
Angels,Pleasanton,159.149
Angels,Plymouth,63.987
Angels,Point Arena,434.445
Angels,Pomona,592.259
Angels,Port Hueneme,567.803
Angels,Porterville,307.221
Angels,Portola,318.296
Angels,Portola Valley,234.699
Angels,Poway,731.987
Angels,Rancho Cordova,112.135
Angels,Rancho Cucamonga,603.653
Angels,Rancho Mirage,740.625
Angels,Rancho Palos Verdes,593.321
Angels,Rancho Santa Margarita,629.622
Angels,Red Bluff,338.538
Angels,Redding,386.069
Angels,Redlands,646.783
Angels,Redondo Beach,565.571
Angels,Redwood City,216.089
Angels,Reedley,234.579
Angels,Rialto,624.762
Angels,Richmond,215.016
Angels,Ridgecrest,552.022
Angels,Rio Dell,548.926
Angels,Rio Vista,148.882
Angels,Ripon,88.645
Angels,Riverbank,73.071
Angels,Riverside,634.62
Angels,Rocklin,157.23
Angels,Rohnert Park,279.105
Angels,Rolling Hills,579.502
Angels,Rolling Hills Estates,571.805
Angels,Rosemead,562.811
Angels,Roseville,152.412
Angels,Ross,233.033
Angels,Sacramento,127.167
Angels,Salinas,298.698
Angels,San Bernardino,631.686
Angels,San Buenaventura (Ventura),559.571
Angels,San Carlos,212.785
Angels,San Clemente,645.173
Angels,San Diego,739.835
Angels,San Francisco,215.601
Angels,San Gabriel,558.925
Angels,San Jacinto,690.725
Angels,San Jose,211.538
Angels,San Juan Bautista,260.462
Angels,San Leandro,182.764
Angels,San Lorenzo,179.054
Angels,San Luis Obispo,416.393
Angels,San Marino,555.852
Angels,San Pablo,217.836
Angels,San Rafael,231.133
Angels,Santa Ana,599.58
Angels,Santa Barbara,603.112
Angels,Santa Clara,209.675
Angels,Santa Clarita,498.695
Angels,Santa Cruz,254.359
Angels,Santa Fe Springs,568.958
Angels,Santa Maria,466.701
Angels,Santa Monica,543.827
Angels,Santa Rosa,291.287
Angels,Santee,745.52
Angels,Saratoga,223.152
Angels,Scotts Valley,245.286
Angels,Seaside,314.067
Angels,Sebastopol,290.533
Angels,Selma,222.074
Angels,Shafter,356.518
Angels,Shasta Lake,395.828
Angels,Signal Hill,581.659
Angels,Simi Valley,544.916
Angels,South El Monte,565.52
Angels,South Gate,566.857
Angels,South Pasadena,551.267
Angels,St. Helena,247.086
Angels,Stockton,83.409
Angels,Sunnyvale,209.883
Angels,Sutter Creek,51.675
Angels,Tahoe City,226.209
Angels,Tarzana,532.517
Angels,Temple City,561.898
Angels,Thousand Oaks,561.519
Angels,Torrance,568.417
Angels,Tracy,114.886
Angels,Truckee,241.582
Angels,Tulare,269.845
Angels,Turlock,94.254
Angels,Tustin,601.937
Angels,Twain Harte,43.303
Angels,Ukiah,386.738
Angels,Union City,192.495
Angels,Upland,597.381
Angels,Vacaville,176.673
Angels,Valencia,496.107
Angels,Vallejo,187.275
Angels,Ventura,559.571
Angels,Victorville,586.967
Angels,Visalia,264.424
Angels,Vista,694.754
Angels,Walnut Creek,186.901
Angels,Watsonville,291.591
Angels,West Covina,574.355
Angels,West Hollywood,539.343
Angels,West Sacramento,127.345
Angels,Westlake Village,558.281
Angels,Whittier,578.539
Angels,Wildomar,664.87
Angels,Willits,374.231
Angels,Woodlake,276.982
Angels,Woodland,157.195
Angels,Woodside,228.247
Angels,Yorba Linda,601.909
Angels,Yuba City,193.262
Antioch,Apple Valley,637.725
Antioch,Arcadia,583.198
Antioch,Arcata,475.6
Antioch,Arroyo Grande,426.55
Antioch,Artesia,606.323
Antioch,Arvin,435.066
Antioch,Atascadero,374.109
Antioch,Atherton,113.496
Antioch,Atwater,144.884
Antioch,Auburn,146.777
Antioch,Avenal,283.504
Antioch,Azusa,595.621
Antioch,Bakersfield,411.489
Antioch,Baldwin Park,594.399
Antioch,Banning,704.188
Antioch,Barstow,619.818
Antioch,Beaumont,694.587
Antioch,Bell Gardens,586.447
Antioch,Bellflower,602.648
Antioch,Belmont,105.437
Antioch,Belvedere,97.841
Antioch,Benicia,37.087
Antioch,Berkeley,58.059
Antioch,Beverly Hills,567.567
Antioch,Big Bear Lake,711.34
Antioch,Biggs,190.809
Antioch,Bishop,424.004
Antioch,Blue Lake,489.127
Antioch,Blythe,928.584
Antioch,Bradbury,588.911
Antioch,Brawley,889.025
Antioch,Brea,630.145
Antioch,Brentwood,18.105
Antioch,Brisbane,81.814
Antioch,Buellton,502.297
Antioch,Buena Park,602.972
Antioch,Burbank,554.678
Antioch,Burlingame,95.594
Antioch,Calabasas,566.465
Antioch,Calexico,926.264
Antioch,California,286.076
Antioch,Calimesa,682.949
Antioch,Calipatria,878.977
Antioch,Calistoga,117.264
Antioch,Camarillo,573.817
Antioch,Campbell,114.488
Antioch,Canyon Lake,685.609
Antioch,Capitola,159.948
Antioch,Carlsbad,709.034
Antioch,Carmel-by-the-Sea,224.773
Antioch,Carpinteria,569.846
Antioch,Carson,594.427
Antioch,Cathedral City,753.48
Antioch,Ceres,102.119
Antioch,Cerritos,600.121
Antioch,Chico,263.181
Antioch,Chino,621.438
Antioch,Chino Hills,624.038
Antioch,Chowchilla,186.291
Antioch,Chula Vista,773.951
Antioch,Citrus Heights,116.946
Antioch,Claremont,614.129
Antioch,Clayton,21.175
Antioch,Clearlake,175.824
Antioch,Cloverdale,166.495
Antioch,Clovis,260.584
Antioch,Coachella,782.184
Antioch,Coalinga,267.26
Antioch,Colfax,173.12
Antioch,Colma,87.482
Antioch,Colton,657.848
Antioch,Colusa,181.01
Antioch,Commerce,581.258
Antioch,Compton,594.891
Antioch,Concord,23.779
Antioch,Corcoran,336.548
Antioch,Corning,259.451
Antioch,Corona,642.012
Antioch,Coronado,771.195
Antioch,Corte Madera,89.338
Antioch,Costa Mesa,638.039
Antioch,Cotati,103.297
Antioch,Covina,598.902
Antioch,Crescent City,598.977
Antioch,Cudahy,586.516
Antioch,Culver City,570.761
Antioch,Cupertino,126.511
Antioch,Cypress,606.974
Antioch,Daly City,84.445
Antioch,Dana Point,664.274
Antioch,Danville,45.985
Antioch,Davis,106.136
Antioch,Del Mar,733.062
Antioch,Del Rey Oaks,217.808
Antioch,Delano,369.237
Antioch,Desert Hot Springs,744.021
Antioch,Diamond Bar,616.715
Antioch,Dinuba,292.39
Antioch,Dixon,93.057
Antioch,Dorris,526.381
Antioch,Dos Palos,179.492
Antioch,Downey,590.002
Antioch,Duarte,587.514
Antioch,Dublin,61.292
Antioch,Dunsmuir,416.605
Antioch,East Palo Alto,108.868
Antioch,Eastvale,638.748
Antioch,El Cajon,773.115
Antioch,El Centro,909.442
Antioch,El Cerrito,62.255
Antioch,El Monte,590.306
Antioch,El Segundo,583.442
Antioch,Elk Grove,80.936
Antioch,Emeryville,59.747
Antioch,Encinitas,723.628
Antioch,Escalon,91.075
Antioch,Escondido,735.692
Antioch,Etna,529.156
Antioch,Eureka,463.585
Antioch,Exeter,330.895
Antioch,Fairfax,94.028
Antioch,Fairfield,63.246
Antioch,Farmersville,324.981
Antioch,Ferndale,447.399
Antioch,Fillmore,542.718
Antioch,Firebaugh,197.906
Antioch,Folsom,127.272
Antioch,Fontana,642.947
Antioch,Fort Bragg,303.019
Antioch,Fort Jones,510.357
Antioch,Fortuna,435.803
Antioch,Foster City,103.415
Antioch,Fountain Valley,629.095
Antioch,Fowler,262.234
Antioch,Fremont,88.258
Antioch,Fresno,247.509
Antioch,Fullerton,611.364
Antioch,Galt,74.805
Antioch,Garden Grove,628.125
Antioch,Gardena,588.466
Antioch,Gilroy,156.458
Antioch,Glendale,561.182
Antioch,Glendora,599.896
Antioch,Goleta,558.161
Antioch,Gonzales,226.19
Antioch,Grand Terrace,662.966
Antioch,Grass Valley,184.981
Antioch,Greenfield,255.138
Antioch,Gridley,183.547
Antioch,Grover Beach,425.657
Antioch,Guadalupe,445.858
Antioch,Gustine,125.711
Antioch,Half Moon Bay,116.617
Antioch,Hanford,307.036
Antioch,Hawaiian Gardens,603.379
Antioch,Hawthorne,581.248
Antioch,Hayward,77.566
Antioch,Healdsburg,138.703
Antioch,Hemet,717.37
Antioch,Hercules,49.86
Antioch,Hermosa Beach,587.645
Antioch,Hesperia,638.647
Antioch,Hidden Hills,567.3
Antioch,Highland,661.271
Antioch,Hillsborough,99.14
Antioch,Hollister,179.281
Antioch,Holtville,922.655
Antioch,Hughson,109.721
Antioch,Huntington Beach,631.964
Antioch,Huntington Park,579.783
Antioch,Huron,269.723
Antioch,Imperial,902.636
Antioch,Imperial Beach,781.154
Antioch,Indian Wells,767.163
Antioch,Indio,773.106
Antioch,Industry,604.879
Antioch,Inglewood,575.889
Antioch,Ione,111.289
Antioch,Irvine,641.95
Antioch,Irwindale,594.338
Antioch,Isleton,31.64
Antioch,Jackson,124.38
Antioch,Jurupa Valley,644.943
Antioch,Kerman,243.308
Antioch,King City,274.897
Antioch,Kingsburg,278.733
Antioch,La Cañada Flintridge,562.574
Antioch,La Habra,613.418
Antioch,La Habra Heights,606.286
Antioch,La Mesa,767.622
Antioch,La Mirada,602.038
Antioch,La Palma,601.985
Antioch,La Puente,601.991
Antioch,La Quinta,775.721
Antioch,La Verne,608.888
Antioch,Lafayette,39.992
Antioch,Laguna Beach,657.594
Antioch,Laguna Hills,645.614
Antioch,Laguna Niguel,662.454
Antioch,Laguna Woods,642.874
Antioch,Lake Elsinore,677.045
Antioch,Lake Forest,643.987
Antioch,Lakeport,191.361
Antioch,Lakewood,602.924
Antioch,Lancaster,538.79
Antioch,Larkspur,89.165
Antioch,Lathrop,70.696
Antioch,Lawndale,583.81
Antioch,Lemon Grove,771.694
Antioch,Lemoore,295.194
Antioch,Lincoln,142.134
Antioch,Lindsay,341.05
Antioch,Live Oak,172.918
Antioch,Livermore,51.408
Antioch,Livingston,134.265
Antioch,Lodi,62.714
Antioch,Loma Linda,661.608
Antioch,Lomita,596.9
Antioch,Lompoc,497.164
Antioch,Long Beach,606.87
Antioch,Loomis,133.93
Antioch,Los Alamitos,615.63
Antioch,Los Altos,116.891
Antioch,Los Altos Hills,118.768
Antioch,Los Angeles,569.119
Antioch,Los Banos,151.198
Antioch,Los Gatos,120.539
Antioch,Loyalton,315.186
Antioch,Lynwood,593.949
Antioch,Madera,211.465
Antioch,Malibu,585.541
Antioch,Mammoth Lakes,366.389
Antioch,Manhattan Beach,586.351
Antioch,Manteca,70.954
Antioch,Maricopa,413.484
Antioch,Marina,205.491
Antioch,Martinez,32.611
Antioch,Marysville,157.874
Antioch,Maywood,582.203
Antioch,McFarland,380.067
Antioch,Mendota,212.696
Antioch,Menifee,696.342
Antioch,Menlo Park,112.515
Antioch,Merced,158.424
Antioch,Mill Valley,93.863
Antioch,Millbrae,92.227
Antioch,Milpitas,96.693
Antioch,Mission Viejo,647.481
Antioch,Modesto,95.785
Antioch,Monrovia,586.181
Antioch,Montague,485.098
Antioch,Montclair,620.348
Antioch,Monte Sereno,123.18
Antioch,Montebello,585.891
Antioch,Monterey,218.677
Antioch,Monterey Park,580.902
Antioch,Moorpark,559.782
Antioch,Moraga,47.091
Antioch,Moreno Valley,671.488
Antioch,Morgan Hill,139.321
Antioch,Morro Bay,401.736
Antioch,Mount Shasta,430.106
Antioch,Mountain View,113.222
Antioch,Murrieta,694.439
Antioch,Napa,77.419
Antioch,National City,768.818
Antioch,Needles,847.408
Antioch,Nevada City,191.038
Antioch,Newark,98.191
Antioch,Newman,117.215
Antioch,Newport Beach,645.371
Antioch,Norco,649.651
Antioch,Norwalk,596.683
Antioch,Novato,83.122
Antioch,Oakdale,105.846
Antioch,Oakland,58.8
Antioch,Oakley,8.855
Antioch,Oceanside,702.792
Antioch,Ojai,530.295
Antioch,Ontario,625.755
Antioch,Orange,618.815
Antioch,Orange Cove,301.052
Antioch,Orinda,46.087
Antioch,Orland,238.638
Antioch,Oroville,201.084
Antioch,Oxnard,580.966
Antioch,Pacific Grove,221.762
Antioch,Pacifica,91.376
Antioch,Palm Desert,766.717
Antioch,Palm Springs,740.163
Antioch,Palmdale,543.884
Antioch,Palo Alto,119.505
Antioch,Palos Verdes Estates,595.338
Antioch,Paradise,231.803
Antioch,Paramount,594.879
Antioch,Parlier,277.857
Antioch,Pasadena,571.713
Antioch,Paso Robles,358.394
Antioch,Patterson,95.804
Antioch,Perris,684.414
Antioch,Petaluma,90.5
Antioch,Pico Rivera,588.442
Antioch,Piedmont,55.896
Antioch,Pinole,52.964
Antioch,Pismo Beach,420.855
Antioch,Pittsburg,9.541
Antioch,Placentia,617.61
Antioch,Placerville,159.639
Antioch,Pleasant Hill,28.815
Antioch,Pleasanton,68.67
Antioch,Plymouth,125.252
Antioch,Point Arena,260.212
Antioch,Pomona,615.352
Antioch,Port Hueneme,590.896
Antioch,Porterville,357.054
Antioch,Portola,331.844
Antioch,Portola Valley,127.029
Antioch,Poway,755.08
Antioch,Rancho Cordova,110.802
Antioch,Rancho Cucamonga,626.746
Antioch,Rancho Mirage,763.718
Antioch,Rancho Palos Verdes,616.414
Antioch,Rancho Santa Margarita,652.715
Antioch,Red Bluff,289.417
Antioch,Redding,336.947
Antioch,Redlands,669.877
Antioch,Redondo Beach,588.664
Antioch,Redwood City,110.749
Antioch,Reedley,284.412
Antioch,Rialto,647.855
Antioch,Richmond,61.49
Antioch,Ridgecrest,590.981
Antioch,Rio Dell,422.492
Antioch,Rio Vista,97.132
Antioch,Ripon,78.865
Antioch,Riverbank,98.535
Antioch,Riverside,657.713
Antioch,Rocklin,129.943
Antioch,Rohnert Park,104.872
Antioch,Rolling Hills,602.595
Antioch,Rolling Hills Estates,594.899
Antioch,Rosemead,585.905
Antioch,Roseville,125.126
Antioch,Ross,90.37
Antioch,Sacramento,93.017
Antioch,Salinas,199.522
Antioch,San Bernardino,654.779
Antioch,San Buenaventura (Ventura),582.665
Antioch,San Carlos,107.444
Antioch,San Clemente,668.266
Antioch,San Diego,762.928
Antioch,San Francisco,72.938
Antioch,San Gabriel,582.019
Antioch,San Jacinto,713.818
Antioch,San Jose,112.363
Antioch,San Juan Bautista,177.276
Antioch,San Leandro,69.99
Antioch,San Lorenzo,78.372
Antioch,San Luis Obispo,401.031
Antioch,San Marino,578.945
Antioch,San Pablo,58.576
Antioch,San Rafael,88.47
Antioch,Santa Ana,622.673
Antioch,Santa Barbara,552.01
Antioch,Santa Clara,110.5
Antioch,Santa Clarita,521.788
Antioch,Santa Cruz,155.183
Antioch,Santa Fe Springs,592.051
Antioch,Santa Maria,451.339
Antioch,Santa Monica,566.92
Antioch,Santa Rosa,117.054
Antioch,Santee,768.613
Antioch,Saratoga,123.976
Antioch,Scotts Valley,146.11
Antioch,Seaside,214.891
Antioch,Sebastopol,116.3
Antioch,Selma,271.908
Antioch,Shafter,381.219
Antioch,Shasta Lake,346.707
Antioch,Signal Hill,604.752
Antioch,Simi Valley,568.009
Antioch,South El Monte,588.613
Antioch,South Gate,589.951
Antioch,South Pasadena,574.361
Antioch,St. Helena,103.687
Antioch,Stockton,59.896
Antioch,Sunnyvale,110.707
Antioch,Sutter Creek,123.589
Antioch,Tahoe City,274.73
Antioch,Tarzana,555.61
Antioch,Temple City,584.991
Antioch,Thousand Oaks,584.612
Antioch,Torrance,591.511
Antioch,Tracy,49.879
Antioch,Truckee,255.13
Antioch,Tulare,319.678
Antioch,Turlock,117.604
Antioch,Tustin,625.03
Antioch,Twain Harte,174.154
Antioch,Ukiah,212.505
Antioch,Union City,90.942
Antioch,Upland,620.474
Antioch,Vacaville,75.02
Antioch,Valencia,519.201
Antioch,Vallejo,47.161
Antioch,Ventura,582.665
Antioch,Victorville,625.926
Antioch,Visalia,314.258
Antioch,Vista,717.847
Antioch,Walnut Creek,33.82
Antioch,Watsonville,192.415
Antioch,West Covina,597.448
Antioch,West Hollywood,562.436
Antioch,West Sacramento,93.284
Antioch,Westlake Village,581.374
Antioch,Whittier,601.632
Antioch,Wildomar,687.963
Antioch,Willits,247.797
Antioch,Woodlake,326.815
Antioch,Woodland,120.979
Antioch,Woodside,120.577
Antioch,Yorba Linda,625.002
Antioch,Yuba City,159.073
Apple Valley,Arcadia,126.526
Apple Valley,Arcata,1116.409
Apple Valley,Arroyo Grande,417.575
Apple Valley,Artesia,154.584
Apple Valley,Arvin,209.183
Apple Valley,Atascadero,418.873
Apple Valley,Atherton,647.997
Apple Valley,Atwater,503.864
Apple Valley,Auburn,722.1
Apple Valley,Avenal,365.692
Apple Valley,Azusa,112.856
Apple Valley,Bakersfield,227.727
Apple Valley,Baldwin Park,125.002
Apple Valley,Banning,127.775
Apple Valley,Barstow,55.29
Apple Valley,Beaumont,118.175
Apple Valley,Bell Gardens,148.722
Apple Valley,Bellflower,150.669
Apple Valley,Belmont,655.088
Apple Valley,Belvedere,707.081
Apple Valley,Benicia,675.443
Apple Valley,Berkeley,670.277
Apple Valley,Beverly Hills,170.445
Apple Valley,Big Bear Lake,63.872
Apple Valley,Biggs,773.034
Apple Valley,Bishop,376.695
Apple Valley,Blue Lake,1129.936
Apple Valley,Blythe,329.369
Apple Valley,Bradbury,119.311
Apple Valley,Brawley,289.81
Apple Valley,Brea,128.767
Apple Valley,Brentwood,620.829
Apple Valley,Brisbane,691.053
Apple Valley,Buellton,360.867
Apple Valley,Buena Park,145.501
Apple Valley,Burbank,152.343
Apple Valley,Burlingame,664.547
Apple Valley,Calabasas,184.26
Apple Valley,Calexico,327.048
Apple Valley,California,405.065
Apple Valley,Calimesa,106.536
Apple Valley,Calipatria,279.762
Apple Valley,Calistoga,755.62
Apple Valley,Camarillo,222.465
Apple Valley,Campbell,617.627
Apple Valley,Canyon Lake,134.482
Apple Valley,Capitola,608.923
Apple Valley,Carlsbad,219.582
Apple Valley,Carmel-by-the-Sea,587.171
Apple Valley,Carpinteria,274.497
Apple Valley,Carson,171.938
Apple Valley,Cathedral City,154.265
Apple Valley,Ceres,547.19
Apple Valley,Cerritos,151.997
Apple Valley,Chico,817.894
Apple Valley,Chino,102.322
Apple Valley,Chino Hills,108.886
Apple Valley,Chowchilla,463.751
Apple Valley,Chula Vista,257.699
Apple Valley,Citrus Heights,692.268
Apple Valley,Claremont,97.12
Apple Valley,Clayton,642.147
Apple Valley,Clearlake,835.23
Apple Valley,Cloverdale,807.304
Apple Valley,Clovis,416.903
Apple Valley,Coachella,182.968
Apple Valley,Coalinga,389.736
Apple Valley,Colfax,748.442
Apple Valley,Colma,684.589
Apple Valley,Colton,81.251
Apple Valley,Colusa,778.168
Apple Valley,Commerce,148.435
Apple Valley,Compton,158.869
Apple Valley,Concord,663.774
Apple Valley,Corcoran,333.235
Apple Valley,Corning,856.608
Apple Valley,Corona,105.894
Apple Valley,Coronado,255.473
Apple Valley,Corte Madera,698.577
Apple Valley,Costa Mesa,154.379
Apple Valley,Cotati,744.106
Apple Valley,Covina,113.408
Apple Valley,Crescent City,1239.786
Apple Valley,Cudahy,153.789
Apple Valley,Culver City,167.251
Apple Valley,Cupertino,624.842
Apple Valley,Cypress,152.835
Apple Valley,Daly City,693.684
Apple Valley,Dana Point,174.822
Apple Valley,Danville,641.653
Apple Valley,Davis,694.335
Apple Valley,Del Mar,243.61
Apple Valley,Del Rey Oaks,576.147
Apple Valley,Delano,280.796
Apple Valley,Desert Hot Springs,130.095
Apple Valley,Diamond Bar,114.602
Apple Valley,Dinuba,372.615
Apple Valley,Dixon,707.589
Apple Valley,Dorris,1123.538
Apple Valley,Dos Palos,487.032
Apple Valley,Downey,147.644
Apple Valley,Duarte,118.899
Apple Valley,Dublin,626.737
Apple Valley,Dunsmuir,1013.762
Apple Valley,East Palo Alto,641.096
Apple Valley,Eastvale,98.977
Apple Valley,El Cajon,253.005
Apple Valley,El Centro,310.226
Apple Valley,El Cerrito,678.821
Apple Valley,El Monte,128.058
Apple Valley,El Segundo,176.624
Apple Valley,Elk Grove,651.167
Apple Valley,Emeryville,668.986
Apple Valley,Encinitas,234.176
Apple Valley,Escalon,581.471
Apple Valley,Escondido,200.936
Apple Valley,Etna,1126.314
Apple Valley,Eureka,1104.394
Apple Valley,Exeter,338.281
Apple Valley,Fairfax,703.267
Apple Valley,Fairfield,701.602
Apple Valley,Farmersville,349.94
Apple Valley,Ferndale,1088.208
Apple Valley,Fillmore,184.897
Apple Valley,Firebaugh,467.158
Apple Valley,Folsom,687.468
Apple Valley,Fontana,75.642
Apple Valley,Fort Bragg,943.828
Apple Valley,Fort Jones,1107.515
Apple Valley,Fortuna,1076.612
Apple Valley,Foster City,671.543
Apple Valley,Fountain Valley,158.627
Apple Valley,Fowler,387.55
Apple Valley,Fremont,639.524
Apple Valley,Fresno,403.806
Apple Valley,Fullerton,135.098
Apple Valley,Galt,632.177
Apple Valley,Garden Grove,147.736
Apple Valley,Gardena,168.669
Apple Valley,Gilroy,564.897
Apple Valley,Glendale,147.136
Apple Valley,Glendora,110.09
Apple Valley,Goleta,306.047
Apple Valley,Gonzales,527.505
Apple Valley,Grand Terrace,86.369
Apple Valley,Grass Valley,760.304
Apple Valley,Greenfield,500.077
Apple Valley,Gridley,765.771
Apple Valley,Grover Beach,420.491
Apple Valley,Guadalupe,407.059
Apple Valley,Gustine,522.232
Apple Valley,Half Moon Bay,673.862
Apple Valley,Hanford,366.744
Apple Valley,Hawaiian Gardens,156.447
Apple Valley,Hawthorne,171.293
Apple Valley,Hayward,643.144
Apple Valley,Healdsburg,779.512
Apple Valley,Hemet,140.957
Apple Valley,Hercules,693.715
Apple Valley,Hermosa Beach,180.594
Apple Valley,Hesperia,18.03
Apple Valley,Hidden Hills,185.095
Apple Valley,Highland,84.858
Apple Valley,Hillsborough,670.605
Apple Valley,Hollister,557.827
Apple Valley,Holtville,323.439
Apple Valley,Hughson,547.824
Apple Valley,Huntington Beach,164.675
Apple Valley,Huntington Park,154.844
Apple Valley,Huron,376.906
Apple Valley,Imperial,303.421
Apple Valley,Imperial Beach,264.529
Apple Valley,Indian Wells,167.948
Apple Valley,Indio,173.89
Apple Valley,Industry,129.053
Apple Valley,Inglewood,175.356
Apple Valley,Ione,654.122
Apple Valley,Irvine,144.884
Apple Valley,Irwindale,117.682
Apple Valley,Isleton,647.34
Apple Valley,Jackson,667.213
Apple Valley,Jurupa Valley,94.0
Apple Valley,Kerman,427.66
Apple Valley,King City,480.825
Apple Valley,Kingsburg,369.925
Apple Valley,La Cañada Flintridge,143.8
Apple Valley,La Habra,130.289
Apple Valley,La Habra Heights,128.901
Apple Valley,La Mesa,248.393
Apple Valley,La Mirada,138.524
Apple Valley,La Palma,151.581
Apple Valley,La Puente,130.004
Apple Valley,La Quinta,176.506
Apple Valley,La Verne,104.084
Apple Valley,Lafayette,657.378
Apple Valley,Laguna Beach,164.327
Apple Valley,Laguna Hills,156.162
Apple Valley,Laguna Niguel,164.272
Apple Valley,Laguna Woods,153.422
Apple Valley,Lake Elsinore,137.737
Apple Valley,Lake Forest,150.467
Apple Valley,Lakeport,860.088
Apple Valley,Lakewood,155.345
Apple Valley,Lancaster,105.384
Apple Valley,Larkspur,698.404
Apple Valley,Lathrop,588.642
Apple Valley,Lawndale,176.738
Apple Valley,Lemon Grove,255.151
Apple Valley,Lemoore,380.168
Apple Valley,Lincoln,717.457
Apple Valley,Lindsay,326.005
Apple Valley,Live Oak,755.143
Apple Valley,Livermore,613.599
Apple Valley,Livingston,515.251
Apple Valley,Lodi,619.094
Apple Valley,Loma Linda,89.195
Apple Valley,Lomita,179.406
Apple Valley,Lompoc,378.324
Apple Valley,Long Beach,169.869
Apple Valley,Loomis,709.252
Apple Valley,Los Alamitos,160.552
Apple Valley,Los Altos,636.476
Apple Valley,Los Altos Hills,638.682
Apple Valley,Los Angeles,148.83
Apple Valley,Los Banos,494.852
Apple Valley,Los Gatos,616.426
Apple Valley,Loyalton,771.445
Apple Valley,Lynwood,156.196
Apple Valley,Madera,438.127
Apple Valley,Malibu,203.335
Apple Valley,Mammoth Lakes,445.017
Apple Valley,Manhattan Beach,179.803
Apple Valley,Manteca,581.17
Apple Valley,Maricopa,254.013
Apple Valley,Marina,570.104
Apple Valley,Martinez,670.967
Apple Valley,Marysville,740.099
Apple Valley,Maywood,149.476
Apple Valley,McFarland,270.565
Apple Valley,Mendota,446.638
Apple Valley,Menifee,131.192
Apple Valley,Menlo Park,645.654
Apple Valley,Merced,491.445
Apple Valley,Mill Valley,703.103
Apple Valley,Millbrae,668.952
Apple Valley,Milpitas,624.289
Apple Valley,Mission Viejo,158.03
Apple Valley,Modesto,553.904
Apple Valley,Monrovia,121.864
Apple Valley,Montague,1082.256
Apple Valley,Montclair,97.092
Apple Valley,Monte Sereno,619.754
Apple Valley,Montebello,141.963
Apple Valley,Monterey,582.087
Apple Valley,Monterey Park,138.341
Apple Valley,Moorpark,186.93
Apple Valley,Moraga,664.477
Apple Valley,Moreno Valley,106.338
Apple Valley,Morgan Hill,581.84
Apple Valley,Morro Bay,440.83
Apple Valley,Mount Shasta,1027.263
Apple Valley,Mountain View,634.889
Apple Valley,Murrieta,155.131
Apple Valley,Napa,715.775
Apple Valley,National City,252.274
Apple Valley,Needles,282.88
Apple Valley,Nevada City,766.361
Apple Valley,Newark,642.315
Apple Valley,Newman,528.265
Apple Valley,Newport Beach,161.615
Apple Valley,Norco,98.709
Apple Valley,Norwalk,149.806
Apple Valley,Novato,714.027
Apple Valley,Oakdale,562.586
Apple Valley,Oakland,663.568
Apple Valley,Oakley,632.907
Apple Valley,Oceanside,213.341
Apple Valley,Ojai,225.649
Apple Valley,Ontario,100.134
Apple Valley,Orange,139.934
Apple Valley,Orange Cove,389.301
Apple Valley,Orinda,663.473
Apple Valley,Orland,835.796
Apple Valley,Oroville,783.309
Apple Valley,Oxnard,237.688
Apple Valley,Pacific Grove,590.125
Apple Valley,Pacifica,683.613
Apple Valley,Palm Desert,167.501
Apple Valley,Palm Springs,140.712
Apple Valley,Palmdale,92.085
Apple Valley,Palo Alto,640.36
Apple Valley,Palos Verdes Estates,183.697
Apple Valley,Paradise,814.028
Apple Valley,Paramount,156.526
Apple Valley,Parlier,382.352
Apple Valley,Pasadena,135.255
